59,1160,85,1160,85,1195,59,1195,
711,1066,827,1070,826,1096,710,1093,
426,1002,685,998,686,1081,428,1084,
480,943,581,943,581,1003,480,1003,
25,925,70,925,70,967,25,967,
669,905,877,914,876,942,668,933,
411,896,614,902,613,932,410,926,
710,877,838,882,837,904,709,900,
452,862,574,866,574,898,451,894,
263,858,355,862,354,890,261,886,
76,850,165,854,164,887,75,884,
636,844,911,855,910,882,635,870,
29,790,546,800,545,832,28,822,
35,758,222,763,222,790,34,785,
855,741,901,741,901,767,855,767,
354,738,472,744,471,766,353,760,
740,734,791,738,790,763,739,759,
113,729,280,738,279,760,111,752,
479,713,700,722,699,747,478,738,
68,717,85,717,85,735,68,735,
116,702,478,715,477,736,116,724,
118,676,280,684,279,707,117,698,
859,675,895,675,895,701,859,701,
739,669,791,673,790,696,737,693,
202,656,264,659,263,676,201,673,
74,651,91,651,91,669,74,669,
403,636,648,640,647,663,402,659,
118,622,397,632,396,659,117,649,
855,609,901,613,898,639,853,635,
740,605,790,610,788,634,737,629,
93,590,289,607,286,634,91,617,
412,591,464,591,464,605,412,605,
76,587,101,587,101,609,76,609,
295,584,389,588,388,607,294,602,
244,587,265,587,265,596,244,596,
132,579,153,579,153,588,132,588,
858,561,893,561,893,588,858,588,
343,558,483,566,482,588,342,581,
740,557,791,561,790,585,739,581,
152,554,287,559,286,578,151,573,
85,539,97,539,97,553,85,553,
132,521,519,538,517,563,131,546,
828,507,923,517,920,546,825,537,
739,511,792,511,792,535,739,535,
309,490,536,502,535,533,308,521,
68,485,117,485,117,511,68,511,
60,436,300,446,299,476,58,466,
177,416,540,432,539,463,175,446,
179,390,877,416,876,443,178,417,
503,372,928,390,926,420,501,402,
182,364,497,376,496,404,181,392,
586,352,887,363,886,390,585,378,
66,333,580,352,579,382,65,362,
548,322,823,334,822,360,546,349,
69,305,546,324,545,351,68,332,
564,293,805,303,804,330,563,320,
70,274,392,288,391,315,69,301,
683,269,877,278,876,304,681,296,
201,252,354,259,352,284,200,277,
72,248,215,255,213,282,70,274,
684,238,775,243,773,271,683,266,
74,221,344,228,343,255,73,248,
783,208,940,214,939,240,782,234,
325,185,699,198,697,234,324,221,
664,158,888,171,887,198,662,185,
667,125,812,134,810,161,665,151,
73,111,374,113,373,148,72,145,
669,97,858,106,857,128,668,120,
121,72,145,72,145,87,121,87,
143,65,364,65,364,97,143,97,
374,41,411,46,409,59,372,54,
756,24,872,27,870,70,755,66,
80,24,374,34,373,60,79,50,
