420,1108,646,1108,646,1199,420,1199,
714,1123,856,1118,857,1149,715,1154,
480,988,597,988,597,1089,480,1089,
412,961,623,961,623,992,412,992,
680,961,887,959,888,987,681,989,
61,933,153,933,153,965,61,965,
256,932,352,932,352,959,256,959,
455,931,578,931,578,957,455,957,
721,931,848,931,848,953,721,953,
644,901,919,899,919,925,644,928,
8,868,548,856,548,890,9,903,
11,836,209,830,210,861,12,867,
95,803,191,803,191,829,95,829,
42,789,65,789,65,816,42,816,
746,785,798,785,798,809,746,809,
870,783,904,783,904,812,870,812,
97,776,335,776,335,799,97,799,
95,749,200,749,200,772,95,772,
45,736,67,736,67,761,45,761,
869,732,901,732,901,759,869,759,
746,732,796,732,796,756,746,756,
100,723,365,723,365,745,100,745,
101,699,224,699,224,717,101,717,
45,683,67,683,67,708,45,708,
743,680,795,680,795,704,743,704,
867,677,900,677,900,705,867,705,
98,669,490,669,490,692,98,692,
102,645,180,645,180,664,102,664,
101,617,608,617,608,639,101,639,
742,615,794,615,794,639,742,639,
865,612,900,612,900,640,865,640,
48,613,70,613,70,639,48,639,
104,589,620,589,620,612,104,612,
107,563,306,565,305,588,106,585,
740,549,792,549,792,573,740,573,
863,548,897,548,897,575,863,575,
50,547,71,547,71,575,50,575,
102,536,445,539,444,561,102,559,
104,511,285,513,285,536,104,533,
862,497,896,497,896,524,862,524,
740,494,791,498,790,523,739,519,
55,497,70,497,70,519,55,519,
104,483,522,487,522,509,104,505,
735,447,794,447,794,475,735,475,
289,442,528,447,527,478,289,473,
829,441,928,447,926,479,827,473,
37,443,90,443,90,472,37,472,
29,397,274,399,274,425,29,424,
145,368,892,372,892,407,144,403,
149,345,927,349,927,376,149,372,
31,317,920,321,920,348,31,344,
31,287,821,291,821,317,31,313,
548,261,796,261,796,284,548,284,
34,259,367,259,367,281,34,281,
668,225,867,228,867,256,668,253,
35,226,141,230,140,254,34,250,
170,227,326,227,326,253,170,253,
669,193,765,196,764,224,668,221,
33,192,266,195,266,225,33,223,
774,152,934,155,934,191,773,188,
292,153,680,152,681,188,292,189,
96,127,389,118,390,153,98,162,
647,112,880,116,879,143,646,139,
395,119,440,119,440,132,395,132,
446,117,589,115,589,132,446,135,
650,84,796,84,796,107,650,107,
24,83,376,73,377,108,25,118,
649,52,843,52,843,73,649,73,
54,44,407,34,408,73,55,83,
