1247,1837,1435,1843,1433,1889,1246,1882,
779,1760,1059,1754,1062,1848,782,1854,
1043,1764,1227,1753,1231,1828,1048,1839,
871,1639,1038,1628,1043,1703,876,1714,
1178,1589,1503,1589,1503,1632,1178,1632,
763,1589,1091,1587,1091,1632,764,1635,
1241,1539,1437,1539,1437,1576,1241,1576,
832,1539,1025,1539,1025,1584,832,1584,
532,1536,679,1536,679,1581,532,1581,
248,1533,382,1533,382,1581,248,1581,
1121,1496,1552,1496,1552,1539,1121,1539,
169,1437,982,1435,982,1480,169,1483,
174,1387,466,1384,467,1429,175,1432,
295,1341,395,1341,395,1379,295,1379,
1470,1320,1522,1320,1522,1365,1470,1365,
1276,1317,1364,1317,1364,1365,1276,1365,
221,1323,254,1323,254,1360,221,1360,
297,1299,867,1296,867,1341,297,1344,
303,1259,668,1259,668,1301,303,1301,
303,1216,1036,1216,1036,1259,303,1259,
1465,1195,1522,1195,1522,1237,1465,1237,
1279,1192,1361,1192,1361,1240,1279,1240,
226,1197,262,1197,262,1235,226,1235,
300,1173,1178,1173,1178,1216,300,1216,
297,1131,1118,1128,1118,1173,297,1176,
308,1096,521,1096,521,1131,308,1131,
232,1077,256,1077,256,1104,232,1104,
1455,1060,1537,1068,1532,1119,1449,1111,
1274,1067,1364,1067,1364,1115,1274,1115,
300,1048,1219,1051,1219,1096,300,1093,
581,989,946,992,946,1037,581,1035,
1271,989,1364,989,1364,1037,1271,1037,
202,992,278,992,278,1032,202,1032,
1418,980,1575,990,1571,1044,1414,1034,
178,912,562,920,561,974,177,965,
365,880,1186,877,1186,923,366,925,
185,837,1519,835,1519,880,186,883,
191,797,1279,797,1279,832,191,832,
188,744,698,747,698,789,188,787,
973,744,1374,741,1375,787,974,789,
193,695,364,708,361,745,190,732,
401,701,638,701,638,739,401,739,
1167,699,1301,699,1301,736,1167,736,
191,651,614,651,614,693,191,693,
1167,651,1315,651,1315,688,1167,688,
586,584,1186,578,1187,635,587,640,
1331,584,1585,584,1585,629,1331,629,
1135,520,1497,520,1497,563,1135,563,
916,528,1036,528,1036,547,916,547,
739,525,832,525,832,552,739,552,
219,540,602,505,607,559,224,594,
630,517,668,517,668,539,630,539,
1135,472,1364,472,1364,507,1135,507,
167,455,639,467,637,529,166,517,
1132,421,1442,416,1443,453,1132,459,
340,428,680,410,683,463,343,481,
175,405,311,405,311,443,175,443,
287,391,705,342,711,395,294,445,
810,320,1037,299,1045,384,818,405,
1223,205,1479,214,1477,267,1221,258,
1172,114,1488,142,1484,180,1169,151,
789,68,1060,95,1054,148,784,121,
1615,48,1732,48,1732,104,1615,104,
1489,47,1570,60,1565,87,1485,73,
235,28,653,68,648,116,230,76,
384,2,751,22,748,67,381,47,
