1383,1864,1612,1864,1612,1909,1383,1909,
132,1812,623,1798,629,1998,138,2012,
639,1810,928,1798,935,1956,645,1967,
1317,1603,1658,1603,1658,1645,1317,1645,
895,1603,1233,1603,1233,1648,895,1648,
655,1555,799,1555,799,1592,655,1592,
1385,1552,1590,1552,1590,1589,1385,1589,
960,1547,1159,1547,1159,1592,960,1592,
356,1543,497,1550,495,1595,354,1589,
1257,1504,1704,1501,1705,1547,1257,1549,
278,1448,1113,1448,1113,1493,278,1493,
281,1397,586,1397,586,1440,281,1440,
403,1343,554,1353,552,1390,400,1381,
327,1331,360,1331,360,1365,327,1365,
1617,1325,1675,1325,1675,1368,1617,1368,
1421,1323,1508,1323,1508,1371,1421,1371,
401,1301,1361,1304,1361,1349,401,1347,
409,1264,556,1264,556,1301,409,1301,
412,1219,826,1221,826,1264,412,1261,
1418,1221,1503,1221,1503,1261,1418,1261,
1615,1219,1669,1219,1669,1264,1615,1264,
330,1221,365,1221,365,1256,330,1256,
415,1176,1219,1176,1219,1219,415,1219,
417,1139,608,1139,608,1173,417,1173,
1415,1112,1503,1112,1503,1160,1415,1160,
1612,1112,1666,1112,1666,1160,1612,1160,
335,1112,368,1112,368,1149,335,1149,
409,1088,1023,1093,1022,1139,409,1133,
704,1029,1078,1035,1077,1080,703,1074,
1562,1028,1714,1038,1710,1086,1559,1076,
1410,1032,1503,1032,1503,1080,1410,1080,
308,1027,390,1027,390,1075,308,1075,
295,955,685,957,684,1003,294,1000,
477,917,1358,920,1358,963,477,960,
483,875,1631,875,1631,917,483,917,
298,824,1705,835,1704,885,297,875,
445,781,1576,789,1576,832,444,824,
303,789,461,789,461,824,303,824,
1113,744,1508,744,1508,779,1113,779,
300,730,827,739,826,782,300,773,
1301,691,1440,691,1440,736,1301,736,
521,691,761,691,761,728,521,728,
302,679,495,692,492,734,299,722,
1302,637,1452,643,1450,689,1300,682,
300,635,701,637,701,683,300,680,
1467,581,1718,581,1718,627,1467,627,
712,573,1317,573,1317,627,712,627,
1265,515,1631,515,1631,560,1265,560,
1034,515,1173,515,1173,541,1034,541,
867,512,982,512,982,544,867,544,
237,456,755,456,755,547,237,547,
1269,461,1498,467,1497,504,1268,498,
1265,413,1576,413,1576,456,1265,456,
277,386,726,401,724,462,275,447,
189,330,810,344,809,390,188,376,
1122,226,1427,235,1426,272,1121,264,
762,205,1018,217,1016,262,760,250,
224,192,657,192,657,237,224,237,
1786,187,1852,187,1852,205,1786,205,
128,139,745,139,745,181,128,181,
