785,1941,1042,1941,1042,2069,785,2069,
1333,1870,1916,1861,1918,1989,1335,1998,
802,1837,987,1837,987,1933,802,1933,
1339,1795,1691,1795,1691,1840,1339,1840,
819,1784,1170,1790,1169,1843,818,1837,
1356,1736,1667,1739,1666,1781,1355,1779,
900,1736,1088,1736,1088,1781,900,1781,
540,1733,695,1733,695,1779,540,1779,
209,1719,358,1726,355,1782,206,1775,
1265,1688,1732,1688,1732,1733,1265,1733,
104,1619,644,1621,643,1667,104,1664,
112,1568,1007,1576,1006,1621,112,1613,
1318,1522,1522,1528,1521,1566,1317,1560,
1211,1499,1263,1499,1263,1541,1211,1541,
1012,1496,1099,1496,1099,1544,1012,1544,
218,1493,788,1499,788,1544,218,1539,
158,1501,183,1501,183,1531,158,1531,
1325,1477,1740,1477,1740,1520,1325,1520,
1320,1421,1781,1421,1781,1467,1320,1467,
1208,1421,1263,1421,1263,1464,1208,1464,
1012,1419,1099,1419,1099,1467,1012,1467,
224,1416,775,1421,774,1467,223,1461,
155,1424,191,1424,191,1456,155,1456,
164,1360,480,1360,480,1403,164,1403,
1314,1299,1556,1293,1558,1338,1315,1344,
227,1299,600,1301,600,1339,226,1336,
1216,1301,1260,1301,1260,1336,1216,1336,
161,1301,196,1301,196,1333,161,1333,
1021,1289,1098,1297,1092,1348,1015,1340,
229,1235,646,1237,646,1280,229,1277,
1320,1238,1554,1232,1555,1277,1321,1283,
1025,1237,1083,1237,1083,1280,1025,1280,
161,1240,202,1240,202,1275,161,1275,
1211,1235,1263,1235,1263,1277,1211,1277,
1323,1176,1552,1176,1552,1213,1323,1213,
1025,1176,1080,1176,1080,1219,1025,1219,
221,1173,725,1173,725,1216,221,1216,
169,1181,202,1181,202,1205,169,1205,
1211,1171,1263,1171,1263,1213,1211,1213,
169,1112,455,1112,455,1155,169,1155,
379,1048,783,1051,783,1096,379,1093,
147,1051,210,1051,210,1091,147,1091,
1457,1040,1653,1046,1652,1094,1456,1088,
1205,1048,1265,1048,1265,1088,1205,1088,
1009,1048,1096,1048,1096,1088,1009,1088,
131,979,360,979,360,1024,131,1024,
952,968,1473,965,1473,1019,952,1021,
316,933,1012,933,1012,979,316,979,
125,888,1044,880,1045,925,126,933,
963,837,1369,837,1369,872,963,872,
125,835,665,832,666,877,126,880,
125,784,1453,776,1454,821,126,829,
1146,722,1402,728,1401,774,1145,768,
125,731,649,722,649,768,126,776,
1151,677,1361,677,1361,715,1151,715,
125,677,444,672,445,717,126,723,
1442,670,1709,664,1710,709,1443,715,
1405,600,1484,600,1484,640,1405,640,
1497,589,1795,589,1795,643,1497,643,
260,570,1121,587,1120,659,259,642,
764,541,1132,541,1132,568,764,568,
1213,509,1620,504,1620,549,1214,555,
112,474,783,483,782,547,112,538,
1216,459,1469,453,1470,498,1217,504,
197,418,780,427,779,480,196,472,
1211,406,1565,400,1566,445,1211,451,
610,275,779,266,781,303,612,313,
1064,229,1238,229,1238,315,1064,315,
897,84,1259,116,1255,159,893,127,
1756,69,1915,69,1915,160,1756,160,
1373,68,1641,97,1635,146,1367,116,
1378,17,1736,55,1731,100,1373,63,
287,14,801,57,796,111,282,68,
485,0,768,25,764,62,482,36,
