578,931,649,957,641,980,570,954,
736,832,778,839,775,859,733,853,
779,783,832,792,828,817,775,808,
593,772,746,826,736,852,584,798,
638,753,760,795,750,821,629,780,
583,699,799,781,786,813,570,731,
360,685,489,729,480,752,351,708,
403,665,514,696,505,728,394,697,
829,666,867,672,862,701,824,695,
703,613,786,643,776,671,692,641,
824,589,915,617,902,654,812,626,
737,563,794,575,788,604,730,592,
635,564,689,584,683,602,628,582,
583,545,641,565,635,583,576,563,
460,530,498,543,492,558,454,546,
427,491,451,496,448,507,425,502,
755,448,824,476,814,500,744,472,
646,456,670,456,670,465,646,465,
793,431,843,449,834,472,784,453,
640,412,670,425,664,439,634,426,
799,412,810,412,810,423,799,423,
692,398,784,419,776,448,685,427,
648,389,672,394,670,403,646,398,
739,383,785,390,781,415,735,407,
866,348,959,388,949,420,852,380,
750,353,796,365,789,390,744,378,
297,355,316,355,316,364,297,364,
355,301,423,316,417,340,349,325,
788,281,807,291,802,301,783,292,
267,273,293,278,290,289,265,283,
790,249,869,271,863,293,783,270,
218,255,240,255,240,269,218,269,
268,231,441,297,432,320,259,253,
310,216,423,253,413,281,300,244,
219,218,247,229,241,243,214,232,
787,215,837,227,833,245,782,234,
278,213,297,217,295,226,276,222,
418,180,773,309,761,341,406,213,
631,75,732,108,719,146,618,114,
416,58,463,70,456,94,410,82,
216,33,464,108,451,148,203,74,
344,43,392,53,389,68,341,58,
