1328,1965,1535,1965,1535,2011,1328,2011,
788,1888,889,1888,889,2008,788,2008,
873,1901,1029,1867,1047,1947,891,1982,
993,1857,1185,1843,1193,1945,1001,1960,
845,1864,865,1864,865,1893,845,1893,
801,1734,968,1717,980,1832,813,1848,
1244,1675,1615,1675,1615,1717,1244,1717,
772,1667,1143,1667,1143,1720,772,1720,
1315,1616,1541,1616,1541,1661,1315,1661,
848,1616,1066,1616,1066,1661,848,1661,
506,1610,669,1617,667,1665,504,1658,
177,1608,333,1608,333,1664,177,1664,
1181,1565,1669,1565,1669,1611,1181,1611,
87,1502,1014,1490,1015,1544,88,1555,
98,1443,428,1443,428,1488,98,1488,
232,1384,338,1384,338,1429,232,1429,
1361,1360,1454,1360,1454,1408,1361,1408,
1582,1360,1636,1360,1636,1408,1582,1408,
150,1363,183,1363,183,1405,150,1405,
235,1339,644,1339,644,1381,235,1381,
243,1293,335,1293,335,1331,243,1331,
1576,1267,1631,1267,1631,1312,1576,1312,
1358,1264,1451,1264,1451,1312,1358,1312,
155,1267,188,1267,188,1312,155,1312,
235,1237,881,1237,881,1291,235,1291,
254,1197,390,1197,390,1235,254,1235,
1358,1173,1445,1173,1445,1213,1358,1213,
1574,1171,1631,1171,1631,1216,1574,1216,
155,1173,188,1173,188,1213,155,1213,
243,1149,698,1149,698,1195,243,1195,
245,1107,360,1107,360,1144,245,1144,
1358,1083,1443,1083,1443,1123,1358,1123,
1571,1080,1625,1080,1625,1125,1571,1125,
158,1080,191,1080,191,1125,158,1125,
243,1053,840,1056,840,1101,243,1099,
251,1016,376,1016,376,1053,251,1053,
1353,983,1444,991,1440,1038,1349,1031,
1571,989,1625,989,1625,1035,1571,1035,
161,989,194,989,194,1035,161,1035,
246,965,914,968,914,1013,245,1011,
256,928,595,928,595,963,256,963,
1563,896,1625,896,1625,949,1563,949,
1358,896,1437,896,1437,944,1358,944,
164,899,196,899,196,941,164,941,
248,875,777,877,777,923,248,920,
1345,813,1443,813,1443,861,1345,861,
565,802,979,811,978,867,564,858,
1509,801,1681,815,1677,871,1504,857,
136,808,224,808,224,856,136,856,
118,725,546,728,545,781,117,779,
322,685,1598,688,1598,741,322,739,
325,637,1653,645,1653,696,324,688,
120,589,1664,597,1663,651,120,643,
126,541,1146,552,1145,595,125,584,
1012,499,1448,499,1448,541,1012,541,
126,488,701,496,700,539,125,530,
1225,451,1369,451,1369,488,1225,488,
363,434,636,440,635,486,362,480,
128,431,317,444,314,489,124,476,
1216,387,1388,387,1388,440,1216,440,
123,378,679,384,679,438,123,432,
1405,328,1675,328,1675,373,1405,373,
581,325,1241,325,1241,379,581,379,
826,264,1077,264,1077,291,826,291,
1184,256,1582,256,1582,301,1184,301,
769,261,837,261,837,288,769,288,
1186,205,1437,205,1437,243,1186,243,
118,168,682,174,681,246,117,240,
136,171,202,171,202,200,136,200,
1181,152,1522,152,1522,195,1181,195,
199,149,330,149,330,176,199,176,
165,77,650,99,647,153,163,130,
896,20,1090,31,1084,129,890,118,
81,10,751,44,748,94,78,60,
