318,189,799,189,799,243,318,243,
151,189,283,189,283,238,151,238,
1255,189,1602,189,1602,223,1255,223,
537,253,584,253,584,272,537,272,
143,272,715,272,715,344,143,344,
1257,272,1515,272,1515,308,1257,308,
1252,339,1658,339,1658,378,1252,378,
793,339,1140,339,1140,374,793,374,
236,344,728,344,728,406,236,406,
1481,416,1758,416,1758,460,1481,460,
630,416,1307,416,1307,478,630,478,
1293,485,1451,485,1451,525,1293,525,
191,485,637,485,637,528,191,528,
1293,544,1640,544,1640,578,1293,578,
425,544,688,544,688,584,425,584,
230,544,406,544,406,581,230,581,
1077,600,1516,600,1516,632,1077,632,
191,600,761,600,761,637,191,637,
183,659,1345,659,1345,703,183,703,
185,707,1731,707,1731,759,185,759,
384,759,1720,759,1720,805,384,805,
382,805,1655,805,1655,855,382,855,
188,855,591,855,591,900,188,900,
1576,922,1733,922,1733,966,1576,966,
217,922,292,922,292,951,217,951,
1407,922,1496,922,1496,952,1407,952,
631,922,1034,922,1034,964,631,964,
314,1000,970,1000,970,1039,314,1039,
1631,1000,1678,1000,1678,1036,1631,1036,
256,1000,267,1000,267,1029,256,1029,
1413,1000,1493,1000,1493,1030,1413,1030,
322,1051,491,1051,491,1087,322,1087,
319,1091,1162,1091,1162,1131,319,1131,
245,1091,265,1091,265,1120,245,1120,
1414,1091,1496,1091,1496,1124,1414,1124,
1631,1091,1677,1091,1677,1127,1631,1127,
319,1141,475,1141,475,1178,319,1178,
314,1181,763,1181,763,1227,314,1227,
1631,1181,1677,1181,1677,1216,1631,1216,
247,1181,265,1181,265,1211,247,1211,
1413,1181,1491,1181,1491,1211,1413,1211,
312,1230,475,1230,475,1276,312,1276,
308,1276,946,1276,946,1330,308,1330,
244,1276,265,1276,265,1304,244,1304,
1415,1276,1496,1276,1496,1306,1415,1306,
1634,1276,1681,1276,1681,1312,1634,1312,
322,1330,469,1330,469,1366,322,1366,
315,1366,714,1366,714,1410,315,1410,
239,1366,256,1366,256,1396,239,1396,
1415,1366,1496,1366,1496,1397,1415,1397,
1631,1366,1678,1366,1678,1402,1631,1402,
307,1411,470,1411,470,1457,307,1457,
185,1467,497,1467,497,1506,185,1506,
172,1520,1072,1520,1072,1565,172,1565,
1238,1584,1717,1584,1717,1629,1238,1629,
259,1632,398,1632,398,1671,259,1671,
579,1632,730,1632,730,1663,579,1663,
911,1632,1120,1632,1120,1672,911,1672,
1370,1632,1605,1632,1605,1672,1370,1672,
834,1691,1194,1691,1194,1738,834,1738,
1296,1691,1659,1691,1659,1744,1296,1744,
932,1807,1045,1807,1045,1869,932,1869,
946,1928,1071,1928,1071,1967,946,1967,
1064,1928,1102,1928,1102,1947,1064,1947,
1315,1970,1646,1970,1646,2020,1315,2020,
