662,13,816,13,816,57,662,57,
3,13,352,13,352,45,3,45,
32,62,297,62,297,89,32,89,
608,87,794,87,794,104,608,104,
48,95,253,95,253,118,48,118,
271,112,314,112,314,132,271,132,
14,132,287,132,287,166,14,166,
610,132,748,132,748,153,610,153,
357,149,550,149,550,168,357,168,
607,153,826,153,826,176,607,176,
730,186,882,186,882,217,730,217,
267,186,633,186,633,216,267,216,
628,225,716,225,716,248,628,248,
20,225,287,225,287,252,20,252,
631,261,820,261,820,280,631,280,
152,261,298,261,298,280,152,280,
34,261,131,261,131,279,34,279,
511,292,751,292,751,311,511,311,
21,292,337,292,337,313,21,313,
18,320,743,320,743,346,18,346,
14,348,839,348,839,379,14,379,
127,379,844,379,844,410,127,410,
18,410,248,410,248,434,18,434,
784,437,872,437,872,461,784,461,
28,437,72,437,72,454,28,454,
694,437,742,437,742,454,694,454,
265,437,489,437,489,464,265,464,
87,481,572,481,572,503,87,503,
817,504,844,504,844,524,817,524,
698,504,742,504,742,521,698,521,
38,504,57,504,57,520,38,520,
87,504,337,504,337,526,87,526,
85,533,315,533,315,556,85,556,
86,557,663,557,663,581,86,581,
822,583,849,583,849,603,822,603,
685,583,764,583,764,601,685,601,
42,583,53,583,53,600,42,600,
85,583,471,583,471,603,85,603,
85,615,265,615,265,632,85,632,
87,636,441,636,441,657,87,657,
824,636,852,636,852,656,824,656,
702,636,747,636,747,653,702,653,
40,652,50,652,50,669,40,669,
82,661,355,661,355,687,82,687,
7,689,188,689,188,712,7,712,
1,725,512,725,512,753,1,753,
604,756,871,756,871,780,604,780,
679,785,802,785,802,803,679,803,
427,785,540,785,540,807,427,807,
56,785,135,785,135,808,56,808,
238,785,324,785,324,803,238,803,
384,816,586,816,586,841,384,841,
642,816,842,816,842,839,642,839,
402,850,561,850,561,906,402,906,
558,901,629,901,629,943,558,943,
400,920,551,920,551,971,400,971,
682,972,803,972,803,990,682,990,
