154,170,786,170,786,216,154,216,
239,232,687,232,687,270,239,270,
242,332,903,332,903,386,242,386,
1385,405,1735,405,1735,435,1385,435,
361,405,812,405,812,461,361,461,
1777,405,1862,405,1862,446,1777,446,
1385,459,1647,459,1647,494,1385,494,
267,459,338,459,338,485,267,485,
513,472,672,472,672,498,513,498,
315,498,832,498,832,551,315,551,
911,498,1269,498,1269,533,911,533,
1383,498,1798,498,1798,542,1383,542,
739,581,1432,581,1432,636,739,636,
1612,581,1885,581,1885,634,1612,634,
275,659,693,659,693,705,275,705,
1424,659,1588,659,1588,697,1424,697,
526,712,796,712,796,752,526,752,
290,712,471,712,471,755,290,755,
1424,712,1534,712,1534,743,1424,743,
280,773,868,773,868,810,280,810,
1200,773,1657,773,1657,805,1200,805,
270,821,1712,821,1712,871,270,871,
273,880,1751,880,1751,925,273,925,
276,936,698,936,698,976,276,976,
299,1024,376,1024,376,1055,299,1055,
1549,1024,1642,1024,1642,1055,1549,1055,
1724,1024,1889,1024,1889,1067,1724,1067,
731,1024,1155,1024,1155,1067,731,1067,
409,1099,1390,1099,1390,1140,409,1140,
404,1149,1491,1149,1491,1192,404,1192,
336,1200,344,1200,344,1228,336,1228,
401,1200,1452,1200,1452,1246,401,1246,
1555,1200,1639,1200,1639,1231,1555,1231,
1784,1200,1832,1200,1832,1238,1784,1238,
396,1246,1124,1246,1124,1300,396,1300,
402,1300,707,1300,707,1337,402,1337,
398,1339,1053,1339,1053,1384,398,1384,
324,1339,344,1339,344,1368,324,1368,
1554,1339,1642,1339,1642,1372,1554,1372,
1784,1371,1833,1371,1833,1408,1784,1408,
388,1384,1010,1384,1010,1434,388,1434,
265,1448,590,1448,590,1488,265,1488,
249,1498,1187,1498,1187,1549,249,1549,
1364,1576,1868,1576,1868,1618,1364,1618,
351,1614,494,1614,494,1657,351,1657,
678,1614,836,1614,836,1650,678,1650,
1021,1614,1245,1614,1245,1658,1021,1658,
1506,1632,1740,1632,1740,1667,1506,1667,
947,1682,1322,1682,1322,1727,947,1727,
1430,1682,1813,1682,1813,1727,1430,1727,
1017,1744,1151,1744,1151,1825,1017,1825,
1197,1845,1273,1845,1273,1883,1197,1883,
967,1879,1199,1879,1199,1950,967,1950,
1518,1983,1730,1983,1730,2021,1518,2021,
